name,type,value,date,fName,lName,birth,country
Kvitova,6,5530.0,2011-09-19,Petra,Kvitova,19900308.0,CZE
Stosur,7,5380.0,2011-09-19,Samantha,Stosur,19840330.0,AUS
Schiavone,8,4775.0,2011-09-19,Francesca,Schiavone,19800623.0,ITA
Clijsters,9,4501.0,2011-09-19,Kim,Clijsters,19830608.0,BEL
Bartoli,10,4225.0,2011-09-19,Marion,Bartoli,19841002.0,FRA
Wozniacki,1,9335.0,2011-09-26,Caroline,Wozniacki,19900711.0,DEN
Sharapova,2,6226.0,2011-09-26,Maria,Sharapova,19870419.0,RUS
Azarenka,3,6055.0,2011-09-26,Victoria,Azarenka,19890731.0,BLR
Zvonareva,4,5920.0,2011-09-26,Vera,Zvonareva,19840907.0,RUS
Li,5,5870.0,2011-09-26,Na,Li,19820226.0,CHN
Kvitova,6,5530.0,2011-09-26,Petra,Kvitova,19900308.0,CZE
Stosur,7,5380.0,2011-09-26,Samantha,Stosur,19840330.0,AUS
Schiavone,8,4775.0,2011-09-26,Francesca,Schiavone,19800623.0,ITA
Clijsters,9,4501.0,2011-09-26,Kim,Clijsters,19830608.0,BEL
Bartoli,10,4225.0,2011-09-26,Marion,Bartoli,19841002.0,FRA
Wozniacki,1,8755.0,2011-10-03,Caroline,Wozniacki,19900711.0,DEN
Sharapova,2,6450.0,2011-10-03,Maria,Sharapova,19870419.0,RUS
Zvonareva,3,6315.0,2011-10-03,Vera,Zvonareva,19840907.0,RUS
Azarenka,4,6055.0,2011-10-03,Victoria,Azarenka,19890731.0,BLR
Kvitova,5,5895.0,2011-10-03,Petra,Kvitova,19900308.0,CZE
Li,6,5870.0,2011-10-03,Na,Li,19820226.0,CHN
Stosur,7,5380.0,2011-10-03,Samantha,Stosur,19840330.0,AUS
Clijsters,8,4501.0,2011-10-03,Kim,Clijsters,19830608.0,BEL
Schiavone,9,4380.0,2011-10-03,Francesca,Schiavone,19800623.0,ITA
Bartoli,10,4325.0,2011-10-03,Marion,Bartoli,19841002.0,FRA
Wozniacki,1,8005.0,2011-10-10,Caroline,Wozniacki,19900711.0,DEN
Sharapova,2,6370.0,2011-10-10,Maria,Sharapova,19870419.0,RUS
Azarenka,3,6190.0,2011-10-10,Victoria,Azarenka,19890731.0,BLR
Kvitova,4,5760.0,2011-10-10,Petra,Kvitova,19900308.0,CZE
Zvonareva,5,5755.0,2011-10-10,Vera,Zvonareva,19840907.0,RUS
Stosur,6,5455.0,2011-10-10,Samantha,Stosur,19840330.0,AUS
Li,7,5425.0,2011-10-10,Na,Li,19820226.0,CHN
Radwanska,8,4940.0,2011-10-10,Agnieszka,Radwanska,19890306.0,POL
Petkovic,9,4640.0,2011-10-10,Andrea,Petkovic,19870909.0,GER
Clijsters,10,4501.0,2011-10-10,Kim,Clijsters,19830608.0,BEL
Wozniacki,1,8005.0,2011-10-17,Caroline,Wozniacki,19900711.0,DEN
Sharapova,2,6370.0,2011-10-17,Maria,Sharapova,19870419.0,RUS
Azarenka,3,6190.0,2011-10-17,Victoria,Azarenka,19890731.0,BLR
Kvitova,4,5970.0,2011-10-17,Petra,Kvitova,19900308.0,CZE
Zvonareva,5,5755.0,2011-10-17,Vera,Zvonareva,19840907.0,RUS
Stosur,6,5585.0,2011-10-17,Samantha,Stosur,19840330.0,AUS
Li,7,5425.0,2011-10-17,Na,Li,19820226.0,CHN
Radwanska,8,4940.0,2011-10-17,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4610.0,2011-10-17,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-10-17,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7395.0,2011-10-24,Caroline,Wozniacki,19900711.0,DEN
Sharapova,2,6370.0,2011-10-24,Maria,Sharapova,19870419.0,RUS
Kvitova,3,5970.0,2011-10-24,Petra,Kvitova,19900308.0,CZE
Azarenka,4,5750.0,2011-10-24,Victoria,Azarenka,19890731.0,BLR
Li,5,5351.0,2011-10-24,Na,Li,19820226.0,CHN
Zvonareva,6,5190.0,2011-10-24,Vera,Zvonareva,19840907.0,RUS
Stosur,7,5115.0,2011-10-24,Samantha,Stosur,19840330.0,AUS
Radwanska,8,4940.0,2011-10-24,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4610.0,2011-10-24,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-10-24,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2011-10-31,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2011-10-31,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2011-10-31,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2011-10-31,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2011-10-31,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2011-10-31,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2011-10-31,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2011-10-31,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2011-10-31,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-10-31,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2011-11-07,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2011-11-07,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2011-11-07,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2011-11-07,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2011-11-07,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2011-11-07,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2011-11-07,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2011-11-07,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2011-11-07,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-11-07,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2011-11-14,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2011-11-14,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2011-11-14,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2011-11-14,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2011-11-14,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2011-11-14,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2011-11-14,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2011-11-14,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2011-11-14,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-11-14,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2011-11-21,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2011-11-21,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2011-11-21,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2011-11-21,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2011-11-21,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2011-11-21,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2011-11-21,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2011-11-21,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2011-11-21,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-11-21,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2011-11-28,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2011-11-28,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2011-11-28,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2011-11-28,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2011-11-28,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2011-11-28,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2011-11-28,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2011-11-28,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2011-11-28,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-11-28,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2011-12-05,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2011-12-05,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2011-12-05,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2011-12-05,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2011-12-05,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2011-12-05,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2011-12-05,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2011-12-05,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2011-12-05,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-12-05,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2011-12-12,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2011-12-12,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2011-12-12,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2011-12-12,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2011-12-12,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2011-12-12,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2011-12-12,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2011-12-12,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2011-12-12,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-12-12,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2011-12-19,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2011-12-19,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2011-12-19,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2011-12-19,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2011-12-19,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2011-12-19,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2011-12-19,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2011-12-19,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2011-12-19,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-12-19,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2011-12-26,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2011-12-26,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2011-12-26,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2011-12-26,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2011-12-26,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2011-12-26,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2011-12-26,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2011-12-26,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2011-12-26,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2011-12-26,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2012-01-01,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2012-01-01,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2012-01-01,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2012-01-01,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2012-01-01,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2012-01-01,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2012-01-01,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2012-01-01,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2012-01-01,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2012-01-01,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2012-01-02,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7370.0,2012-01-02,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2012-01-02,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6510.0,2012-01-02,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2012-01-02,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2012-01-02,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2012-01-02,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2012-01-02,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2012-01-02,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4580.0,2012-01-02,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2012-01-09,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7190.0,2012-01-09,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6520.0,2012-01-09,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6440.0,2012-01-09,Maria,Sharapova,19870419.0,RUS
Li,5,5720.0,2012-01-09,Na,Li,19820226.0,CHN
Stosur,6,5585.0,2012-01-09,Samantha,Stosur,19840330.0,AUS
Zvonareva,7,5435.0,2012-01-09,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5250.0,2012-01-09,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2012-01-09,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4500.0,2012-01-09,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2012-01-16,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7290.0,2012-01-16,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6865.0,2012-01-16,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6440.0,2012-01-16,Maria,Sharapova,19870419.0,RUS
Stosur,5,5585.0,2012-01-16,Samantha,Stosur,19840330.0,AUS
Li,6,5570.0,2012-01-16,Na,Li,19820226.0,CHN
Zvonareva,7,5435.0,2012-01-16,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5330.0,2012-01-16,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2012-01-16,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4500.0,2012-01-16,Andrea,Petkovic,19870909.0,GER
Wozniacki,1,7485.0,2012-01-23,Caroline,Wozniacki,19900711.0,DEN
Kvitova,2,7290.0,2012-01-23,Petra,Kvitova,19900308.0,CZE
Azarenka,3,6865.0,2012-01-23,Victoria,Azarenka,19890731.0,BLR
Sharapova,4,6440.0,2012-01-23,Maria,Sharapova,19870419.0,RUS
Stosur,5,5585.0,2012-01-23,Samantha,Stosur,19840330.0,AUS
Li,6,5570.0,2012-01-23,Na,Li,19820226.0,CHN
Zvonareva,7,5435.0,2012-01-23,Vera,Zvonareva,19840907.0,RUS
Radwanska,8,5330.0,2012-01-23,Agnieszka,Radwanska,19890306.0,POL
Bartoli,9,4710.0,2012-01-23,Marion,Bartoli,19841002.0,FRA
Petkovic,10,4500.0,2012-01-23,Andrea,Petkovic,19870909.0,GER
Azarenka,1,8585.0,2012-01-30,Victoria,Azarenka,19890731.0,BLR
Kvitova,2,7690.0,2012-01-30,Petra,Kvitova,19900308.0,CZE
Sharapova,3,7560.0,2012-01-30,Maria,Sharapova,19870419.0,RUS
Wozniacki,4,7085.0,2012-01-30,Caroline,Wozniacki,19900711.0,DEN
Stosur,5,5430.0,2012-01-30,Samantha,Stosur,19840330.0,AUS
Radwanska,6,5330.0,2012-01-30,Agnieszka,Radwanska,19890306.0,POL
Bartoli,7,4770.0,2012-01-30,Marion,Bartoli,19841002.0,FRA
Zvonareva,8,4695.0,2012-01-30,Vera,Zvonareva,19840907.0,RUS
Li,9,4450.0,2012-01-30,Na,Li,19820226.0,CHN
Petkovic,10,4000.0,2012-01-30,Andrea,Petkovic,19870909.0,GER
Azarenka,1,8585.0,2012-02-06,Victoria,Azarenka,19890731.0,BLR
Kvitova,2,7690.0,2012-02-06,Petra,Kvitova,19900308.0,CZE
Sharapova,3,7560.0,2012-02-06,Maria,Sharapova,19870419.0,RUS
Wozniacki,4,7085.0,2012-02-06,Caroline,Wozniacki,19900711.0,DEN
Stosur,5,5430.0,2012-02-06,Samantha,Stosur,19840330.0,AUS
Radwanska,6,5330.0,2012-02-06,Agnieszka,Radwanska,19890306.0,POL
Bartoli,7,4770.0,2012-02-06,Marion,Bartoli,19841002.0,FRA
Zvonareva,8,4695.0,2012-02-06,Vera,Zvonareva,19840907.0,RUS
Li,9,4450.0,2012-02-06,Na,Li,19820226.0,CHN
Petkovic,10,4000.0,2012-02-06,Andrea,Petkovic,19870909.0,GER
Azarenka,1,8585.0,2012-02-13,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7680.0,2012-02-13,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7320.0,2012-02-13,Petra,Kvitova,19900308.0,CZE
Wozniacki,4,7085.0,2012-02-13,Caroline,Wozniacki,19900711.0,DEN
Stosur,5,5430.0,2012-02-13,Samantha,Stosur,19840330.0,AUS
Radwanska,6,5330.0,2012-02-13,Agnieszka,Radwanska,19890306.0,POL
Bartoli,7,4890.0,2012-02-13,Marion,Bartoli,19841002.0,FRA
Zvonareva,8,4690.0,2012-02-13,Vera,Zvonareva,19840907.0,RUS
Li,9,4450.0,2012-02-13,Na,Li,19820226.0,CHN
Petkovic,10,3950.0,2012-02-13,Andrea,Petkovic,19870909.0,GER
Azarenka,1,9260.0,2012-02-20,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7680.0,2012-02-20,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7220.0,2012-02-20,Petra,Kvitova,19900308.0,CZE
Wozniacki,4,6310.0,2012-02-20,Caroline,Wozniacki,19900711.0,DEN
Stosur,5,5825.0,2012-02-20,Samantha,Stosur,19840330.0,AUS
Radwanska,6,5500.0,2012-02-20,Agnieszka,Radwanska,19890306.0,POL
Bartoli,7,5160.0,2012-02-20,Marion,Bartoli,19841002.0,FRA
Zvonareva,8,4690.0,2012-02-20,Vera,Zvonareva,19840907.0,RUS
Li,9,4450.0,2012-02-20,Na,Li,19820226.0,CHN
Petkovic,10,3880.0,2012-02-20,Andrea,Petkovic,19870909.0,GER
Azarenka,1,8980.0,2012-02-27,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7680.0,2012-02-27,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7095.0,2012-02-27,Petra,Kvitova,19900308.0,CZE
Wozniacki,4,6270.0,2012-02-27,Caroline,Wozniacki,19900711.0,DEN
Radwanska,5,5850.0,2012-02-27,Agnieszka,Radwanska,19890306.0,POL
Stosur,6,5825.0,2012-02-27,Samantha,Stosur,19840330.0,AUS
Bartoli,7,5160.0,2012-02-27,Marion,Bartoli,19841002.0,FRA
Li,8,4390.0,2012-02-27,Na,Li,19820226.0,CHN
Zvonareva,9,4340.0,2012-02-27,Vera,Zvonareva,19840907.0,RUS
Petkovic,10,3810.0,2012-02-27,Andrea,Petkovic,19870909.0,GER
Azarenka,1,8980.0,2012-03-05,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7680.0,2012-03-05,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7095.0,2012-03-05,Petra,Kvitova,19900308.0,CZE
Wozniacki,4,6270.0,2012-03-05,Caroline,Wozniacki,19900711.0,DEN
Radwanska,5,5850.0,2012-03-05,Agnieszka,Radwanska,19890306.0,POL
Stosur,6,5825.0,2012-03-05,Samantha,Stosur,19840330.0,AUS
Bartoli,7,5160.0,2012-03-05,Marion,Bartoli,19841002.0,FRA
Li,8,4390.0,2012-03-05,Na,Li,19820226.0,CHN
Zvonareva,9,4340.0,2012-03-05,Vera,Zvonareva,19840907.0,RUS
Petkovic,10,3810.0,2012-03-05,Andrea,Petkovic,19870909.0,GER
Azarenka,1,8980.0,2012-03-12,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7680.0,2012-03-12,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7095.0,2012-03-12,Petra,Kvitova,19900308.0,CZE
Wozniacki,4,6270.0,2012-03-12,Caroline,Wozniacki,19900711.0,DEN
Radwanska,5,5850.0,2012-03-12,Agnieszka,Radwanska,19890306.0,POL
Stosur,6,5825.0,2012-03-12,Samantha,Stosur,19840330.0,AUS
Bartoli,7,5160.0,2012-03-12,Marion,Bartoli,19841002.0,FRA
Li,8,4390.0,2012-03-12,Na,Li,19820226.0,CHN
Zvonareva,9,4340.0,2012-03-12,Vera,Zvonareva,19840907.0,RUS
Petkovic,10,3810.0,2012-03-12,Andrea,Petkovic,19870909.0,GER
Azarenka,1,9730.0,2012-03-19,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7930.0,2012-03-19,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7170.0,2012-03-19,Petra,Kvitova,19900308.0,CZE
Radwanska,4,5960.0,2012-03-19,Agnieszka,Radwanska,19890306.0,POL
Stosur,5,5825.0,2012-03-19,Samantha,Stosur,19840330.0,AUS
Wozniacki,6,5410.0,2012-03-19,Caroline,Wozniacki,19900711.0,DEN
Bartoli,7,4710.0,2012-03-19,Marion,Bartoli,19841002.0,FRA
Li,8,4635.0,2012-03-19,Na,Li,19820226.0,CHN
Zvonareva,9,4340.0,2012-03-19,Vera,Zvonareva,19840907.0,RUS
Petkovic,10,3800.0,2012-03-19,Andrea,Petkovic,19870909.0,GER
Azarenka,1,9730.0,2012-03-26,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7930.0,2012-03-26,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7170.0,2012-03-26,Petra,Kvitova,19900308.0,CZE
Radwanska,4,5960.0,2012-03-26,Agnieszka,Radwanska,19890306.0,POL
Stosur,5,5825.0,2012-03-26,Samantha,Stosur,19840330.0,AUS
Wozniacki,6,5410.0,2012-03-26,Caroline,Wozniacki,19900711.0,DEN
Bartoli,7,4710.0,2012-03-26,Marion,Bartoli,19841002.0,FRA
Li,8,4635.0,2012-03-26,Na,Li,19820226.0,CHN
Zvonareva,9,4340.0,2012-03-26,Vera,Zvonareva,19840907.0,RUS
Petkovic,10,3800.0,2012-03-26,Andrea,Petkovic,19870909.0,GER
Azarenka,1,8980.0,2012-04-02,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7930.0,2012-04-02,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7095.0,2012-04-02,Petra,Kvitova,19900308.0,CZE
Radwanska,4,6710.0,2012-04-02,Agnieszka,Radwanska,19890306.0,POL
Stosur,5,5825.0,2012-04-02,Samantha,Stosur,19840330.0,AUS
Wozniacki,6,5720.0,2012-04-02,Caroline,Wozniacki,19900711.0,DEN
Bartoli,7,5020.0,2012-04-02,Marion,Bartoli,19841002.0,FRA
Li,8,4880.0,2012-04-02,Na,Li,19820226.0,CHN
Zvonareva,9,3895.0,2012-04-02,Vera,Zvonareva,19840907.0,RUS
S. Williams,10,3830.0,2012-04-02,Serena,Williams,19810926.0,USA
Azarenka,1,8980.0,2012-04-09,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7930.0,2012-04-09,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7095.0,2012-04-09,Petra,Kvitova,19900308.0,CZE
Radwanska,4,6710.0,2012-04-09,Agnieszka,Radwanska,19890306.0,POL
Stosur,5,5825.0,2012-04-09,Samantha,Stosur,19840330.0,AUS
Wozniacki,6,5450.0,2012-04-09,Caroline,Wozniacki,19900711.0,DEN
Bartoli,7,5020.0,2012-04-09,Marion,Bartoli,19841002.0,FRA
Li,8,4880.0,2012-04-09,Na,Li,19820226.0,CHN
S. Williams,9,4300.0,2012-04-09,Serena,Williams,19810926.0,USA
Zvonareva,10,3895.0,2012-04-09,Vera,Zvonareva,19840907.0,RUS
Azarenka,1,8980.0,2012-04-16,Victoria,Azarenka,19890731.0,BLR
Sharapova,2,7930.0,2012-04-16,Maria,Sharapova,19870419.0,RUS
Kvitova,3,7095.0,2012-04-16,Petra,Kvitova,19900308.0,CZE
